Nombre,Institución,No. Documentos AC,No. Documentos No AC,No. Libro,No. Editor de libro,No. Capítulo de libro,No. Subcapítulo o artículo de libro,No. Árbitro o dictaminador de libro,No. Árbitro o dictaminador de capítulo de libro,No. Coordinador de libro,No. Artículo científico,No. Editor de revista,No. Miembro de comité editorial,No. Editor asignado por número especial,No. Editor asignado por artículo,No. Árbitro de artículos de revista,No. Publicaciones derivadas de eventos colectivos,No. Conferencias/Congresos/Reuniones Cientificas,"No. Organización de eventos académicos, de extensión y difusión",No. Otras participaciones en eventos,No. Evaluador de proyectos,No. Premios,No. Informe interno anual de actividades,No. Sistema Nacional de Investigadores,No. Sistema Sinaloense de Investigadores y Tecnólogos,No. Academia Mexicana de Ciencias,Colaboradores
Rodríguez Félix F.,Universidad de Sonora,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Plascencia Jatomea M.': 1, 'Cortez Rocha M.O.': 1, 'Mouriño Pérez R.R.': 1, 'Lizardi Mendoza J.': 1, 'Sánchez Mariñez R.I.': 1, 'López Meneses A.K.': 1, 'Figueroa Enríquez C.': 1, 'Ruiz Cruz S.': 2, 'Castro Enriquez D.': 1, 'González Ríos H.': 1, 'Pérez Alvarez J.A.': 1, 'Tapia Hernández J.A.': 2, 'Madera Santana T.J.': 1, 'Montaño Grijalva E.': 1, 'López Peña I.': 1, 'García-Juárez A.': 1, 'Garzón-García A.': 1, 'Ramos Enríquez J.R.': 1, 'Canizales Rodriguez D.': 1, 'Del Toro-Sánchez C.': 1, 'Ocaño Higuera V.M.': 1, 'Ornelas Paz J.J.': 1}"
Ruiz Cruz S.,Instituto Tecnológico de Sonora (ITSON,3,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Figueroa Enríquez C.': 1, 'Rodríguez Félix F.': 2, 'Castro Enriquez D.': 1, 'González Ríos H.': 1, 'Pérez Alvarez J.A.': 1, 'Tapia Hernández J.A.': 2, 'Madera Santana T.J.': 1, 'Montaño Grijalva E.': 1, 'López Peña I.': 1, 'García-Juárez A.': 1, 'Garzón-García A.': 1, 'Ramos Enríquez J.R.': 1, 'Canizales Rodriguez D.': 1, 'Del Toro-Sánchez C.': 3, 'Ocaño Higuera V.M.': 2, 'Ornelas Paz J.J.': 3, 'Robles Apodaca S.': 1, 'González Vega R.': 1, 'Estrada Alvarado M.': 1, 'Cira Chavez L.': 1, 'Márquez-Ríos E.': 1, 'Suárez Jiménez G.M.': 1, 'Victoria Campos C.I.': 1, 'Ríos Velasco C.': 1, 'Ornelas Paz J.': 1, 'Márquez Ríos E.': 1, 'Calderón Loera R.': 1}"
Abdo de la Parra M.I.,Mazatlán,8,12,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,"{'Estrada Godinez J.': 1, 'Alaníz González A.': 1, 'Bañuelos Vargas I.': 1, 'Rodríguez Montes G.': 1, 'Rodríguez Ibarra L.E.': 3, 'Velasco Blanco G.': 3, 'Aguilar Zárate G.': 2, 'Martínez Brown J.M.': 2, 'VALLES VEGA I.': 1, 'Medina Guerrero R.M.': 2, 'Abad Rosales S.M.': 2, 'Lozano Olvera R.': 2, 'Marrujo López F.I.': 2, 'Martínez Rodríguez I.E.': 1, 'Hernández Sain J.': 1, 'Hernández González C.': 1, 'García Aguirre J.': 1, 'Plascencia González H.G.': 1, 'Domínguez Jiménez V.P.': 1, 'Sánchez Rodríguez M.A.': 1, 'López Osorio Y.': 1, 'Montijo Galindo A.': 1, 'Cervantes Escobar A.': 1, 'Puello Cruz A.C.': 1, 'Ceballos Bernal M.C.': 1, 'Hernández Cornejo R.': 1, 'Bolán Mejía M.C.': 1, 'Enciso Ibarra J.': 1, 'Aguilar Rendón K.': 1, 'Santos Ballardo D.U.': 1, 'Betancourt Lozano M.': 1, 'Luna Avelar K.D.': 1, 'Morales Covarrubias M.S.': 1, 'Silva Alonso F.': 1, 'VEGA VALENZUELA M.': 1, 'Angulo García X.C.': 1, 'Durán Niebla J.A.': 1, 'Almazán Rueda P.': 1}"
Cabellos Quiroz J.,Universidad Autónoma de Zacatecas,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Rojas González F.': 1, 'Castillo-Quevedo C.': 1, 'Paredes Sotelo E.': 1, 'Robles-Chaparro E.': 1, 'Mendoza Wilson A.M.': 1, 'de Leon Flores A.': 1, 'López Velázquez K.': 1, 'Hoil Canul E.': 1, 'López Sánchez A.': 1, 'Cob Cantú J.': 1, 'Maldonado López L.': 1, 'Martínez-Guajardo G.': 1}"
Velázquez Contreras L.,* Pendiente,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Salazar Solano V.': 1, 'Torres García G.': 1}"
Montiel Herrera M.,Universidad de Sonora,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Dominguez Avila J.A.': 3, 'Salazar López N.': 1, 'Corella Salazar D.': 1, 'Rodrigo García J.': 1, 'Astiazarán García H.F.': 1, 'Villegas Ochoa M.A.': 3, 'González Aguilar G.A.': 3, 'Perez Delgado F.': 1, 'García Villa M.D.': 1, 'Fernandez Quiroz D.': 1, 'Ayala Zavala J.F.': 2, 'Martínez Martínez A.': 1, 'Zuñiga Martinez B.': 1, 'Robles Sánchez R.M.': 1, 'Viuda Martos M.': 1}"
Peña-Torres E.,* Pendiente,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Benitez Hernandez A.': 1, 'Sánchez Gutiérrez E.Y.': 1, 'Flores Vega A.': 1, 'Gamarra Hernández E.': 1, 'Carvajal Sánchez J.': 1, 'Alvarez Estrada G.': 1, 'Torres Soto N.Y.': 1}"
Ruiz-Cruz S.,* Pendiente,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Estrella-Osuna D.': 1, 'Rodríguez-Félix F.': 1, 'Figueroa-Enriquez C.': 1, 'González Ríos H.': 1, 'Fernández Quiroz J.D.': 1, 'Márquez Ríos E.': 1, 'Tapia Hernández J.A.': 1, 'Pérez Alvarez J.A.': 1, 'Suárez Jiménez G.M.': 1}"
CASTRO LUNA A.,Universidad Veracruzana,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'COLORADO W.': 1, 'Gómez Gil Rodríguez Sala B.': 1, 'ANDRADE TORRES A.': 1, 'GALINDO GONZALEZ J.': 1, 'FLORES ESTEVEZ N.': 1, 'A PALESTINA R.': 1}"
Moreno Ulloa A.,* Pendiente,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Hernández-Melgar A.': 1, 'Guerrero Ruiz C.A.': 1}"
Rodrigo García J.,Universidad Autónoma de Ciudad Juárez,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Dominguez Avila J.A.': 1, 'Salazar López N.': 1, 'Montiel Herrera M.': 1, 'Corella Salazar D.': 1, 'Astiazarán García H.F.': 1, 'Villegas Ochoa M.A.': 1, 'González Aguilar G.A.': 2, 'De La Rosa Castillo L.A.': 1, 'Moreno Escamilla J.O.': 1, 'Martínez Ruíz N.': 1, 'Alvarez Parrilla E.': 1}"
Martínez Ruíz N.,* Pendiente,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'De La Rosa Castillo L.A.': 2, 'Moreno Escamilla J.O.': 1, 'Alvarez Parrilla E.': 2, 'González Aguilar G.A.': 2, 'Rodrigo García J.': 1, 'Subiría Cueto R.': 1, 'Reyes Blas H.': 1, 'Olivas-Armendáriz I.': 1, 'Wall Medrano A.': 1}"
Alvarez Parrilla E.,Universidad Autónoma de Ciudad Juárez,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'De La Rosa Castillo L.A.': 2, 'Moreno Escamilla J.O.': 1, 'Martínez Ruíz N.': 2, 'González Aguilar G.A.': 2, 'Rodrigo García J.': 1, 'Subiría Cueto R.': 1, 'Reyes Blas H.': 1, 'Olivas-Armendáriz I.': 1, 'Wall Medrano A.': 1, 'Angulo Sanchez L.': 1, 'Cruz Félix M.': 1, 'Vidal Gutiérrez M.': 1, 'Torres Moreno H.': 1, 'Muñoz Bernal Ó.': 1, 'Robles Zepeda R.E.': 1, 'Álvarez Bajo O.': 1, 'Gutiérrez Saldaña A.H.': 1, 'Esqueda Valle M.C.': 1}"
Pinto L.,* Pendiente,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{'Ayala Zavala J.F.': 1}
Farías-González V.,* Pendiente,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Balderas-Mancilla U.': 1, 'Hernandez Hernandez M.': 1, 'Frías Morales B.': 1, 'Medrano-Walt M.': 1, 'Vazquez-Maldonado L.': 1, 'Azuara-Dominguez A.': 1, 'Gallo Reynoso J.P.': 1, 'Ortiz Guerrero A.': 1}"
Rascón Chu A.,TAOV,2,13,0,0,1,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,"{'Domínguez Murúa O.': 1, 'Carvajal Millán E.': 9, 'Márquez Escalante J.A.': 8, 'Campa Mada A.C.': 1, 'Encinas Romero M.': 1, 'Zavala Rivera P.': 1, 'Gómez Alvarez A.': 1, 'Reyes Zamora O.': 3, 'Troncoso Rojas R.': 4, 'Báez Flores M.E.': 3, 'Tiznado Hernández M.E.': 3, 'Miranda Arizmendi V.': 4, 'Fimbres Olivarría D.': 2, 'Miranda Baeza A.': 1, 'Lizardi Mendoza J.': 2, 'Méndez Encinas M.A.': 1, 'Lara Espinoza C.': 1, 'Micard V.': 1, 'Antoine-Assor C.': 1, 'Ohlmaier Delgadillo F.': 1, 'Brown Bojórquez F.': 3, 'Martínez Robinson K.G.': 1, 'Garcia Sañudo M.': 3, 'de Anda Flores Y.B.': 3, 'Robles Ceceña M.': 1}"
Rivera-Benítez F.,* Pendiente,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Galindo-Barboza A.': 1, 'de la Luz-Armendariz J.': 1, 'Sánchez Betancourt J.I.': 1, 'Hernández López J.': 1, 'Sauceda-Cerecer S.': 1, 'De Alba-Campos J.': 1}"
ASCACIO VALDES J.A.,Universidad Autónoma de Coahuila,2,10,0,0,3,0,0,0,0,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,"{'Chávez González M.L.': 2, 'Sepulveda L.': 4, 'Napolitano A.': 1, 'Kuddus M.': 1, 'Buenrostro Figueroa J.J.': 10, 'Aguilar C.N.': 4, 'Esmeralda Guzmán M.': 1, 'Ramirez Esparza U.': 5, 'De La Rosa Esteban A.': 1, 'Baeza Jimenez R.': 4, 'Martínez Ávila G.': 2, 'Cerda Cejudo N.D.': 1, 'Estrada Gil L.': 1, 'Torres León C.': 1, 'Agustín Chávez M.': 2, 'Ochoa Reyes E.': 3, 'Alvarado González S.M.': 1, 'López Martínez L.X.': 1, 'Prado Barragán L.A.': 1, 'De León-Medina J.': 1, 'Mata Gómez M.': 1, 'Flores Gallegos A.C.': 1, 'Rodríguez-Herrera R.': 1, 'Mendez González F.': 1, 'Sánchez Chávez E.': 1}"
Mendez González F.,Centro de Investigación en Alimentación y Desarrollo A.C.,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,"{'Loera O.': 1, 'Saucedo Castañeda G.J.': 1, 'Buenrostro Figueroa J.J.': 4, 'Favela Torres E.': 1, 'Becerra Reyes V.': 2, 'Ochoa Reyes E.': 2, 'Aguilar Zárate P.': 2, 'Ramirez Esparza U.': 1, 'ASCACIO VALDES J.A.': 1}"
Favela Torres E.,* Pendiente,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Mendez González F.': 1, 'Loera O.': 1, 'Saucedo Castañeda G.J.': 1, 'Buenrostro Figueroa J.J.': 1}"
Muñoz Castellanos L.N.,* Pendiente,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"{'García Moncayo A.': 1, 'Ochoa Reyes E.': 1, 'Saenz Hidalgo H.K.': 2, 'Gonzalez Perez P.': 1, 'Sepúlveda Ahumada D.R.': 1, 'Buenrostro Figueroa J.J.': 1, 'Alvarado González S.M.': 2, 'Alvarado Chacón M.': 1, 'Rodriguez Martinez E.': 1, 'Guigón López C.': 1}"
García Orozco K.D.,TAOA,4,7,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,"{'Moreno Córdova E.': 4, 'Álvarez Armenta A.': 1, 'Arvizu Flores A.A.': 1, 'Islas Osuna M.A.': 3, 'Robles Zepeda R.E.': 1, 'López Zavala A.A.': 2, 'Laino A.': 1, 'Sotelo Mundo R.R.': 2, 'Gómez Yanes A.': 1, 'Vazquez Villarce V.': 1, 'Mata Haro V.': 1, 'Leyva Gastélum M.': 1, 'Valenzuela Castillo A.': 1, 'Calderón de la Barca Cota A.M.': 1, 'Valenzuela J.G.': 1, 'Ulloa Mungarro L.': 2, 'Sánchez Paredes E.': 2, 'Contreras Vergara C.A.': 2}"
Martínez-Vázquez A.,* Pendiente,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Licea Herrera J.': 1, 'Guerrero Ruiz C.A.': 2, 'Mireles Martínez M.': 1, 'Rodríguez González Y.': 1, 'Aguilera Arreola G.': 1, 'Contreras Rodríguez A.': 1, 'Fernandez Davila S.': 1, 'Requena Castro R.': 1, 'Rivera G.': 1, 'Bocanegra García V.': 1, 'Galindo Sánchez C.E.': 1, 'Lizárraga-Partida M.': 1}"
García Ulloa M.,* Pendiente,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"{'Góngora Gómez A.M.': 3, 'Diego García Ulloa-Gámez D.': 1, 'Villanueva Fonseca B.': 1, 'Abad Rosales S.M.': 4, 'Lucano-Ramírez G.': 1, 'Espinosa Alonso L.': 1, 'Rodríguez González H.': 1, 'Hernández Sepúlveda J.A.': 1, 'Lugo Armenta A.': 3, 'Góngora Gómez A.': 1}"
Guigón López C.,Centro de Investigación en Recursos Naturales,1,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"{'Rodríguez Corral J.': 3, 'Alvarado González S.M.': 5, 'Rodriguez Martinez E.': 2, 'Saenz Hidalgo H.K.': 2, 'Gardea Béjar A.A.': 1, 'Buenrostro Figueroa J.J.': 1, 'Alvarado Chacón M.': 1, 'Muñoz Castellanos L.N.': 1}"
Plascencia Jatomea M.,Universidad de Sonora,1,5,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{'Cortez Rocha M.O.': 1, 'Rodríguez Félix F.': 1, 'Mouriño Pérez R.R.': 1, 'Lizardi Mendoza J.': 3, 'Sánchez Mariñez R.I.': 1, 'López Meneses A.K.': 2, 'Hernández Abril P.': 1, 'Luque Alcarz A.G.': 1, 'López Bemúdez L.': 1, 'Quintana Obregón E.A.': 1, 'Rosas Burgos E.C.': 1, 'Gálvez Iriqui A.C.': 1, 'Gutiérrez Martínez P.': 1, 'Barreras Urbina C.G.': 2, 'Rodríguez-Félix F.': 2, 'Cárdenas López J.L.': 1, 'Pérez Tello M.': 1, 'Ledesma Osuna A.I.': 1, 'Madera Santana T.J.': 2, 'Tapia Hernández J.A.': 1, 'Castro Enríquez D.D.': 1, 'Alvarez-Moreno M.': 1, 'Rueda Puente E.': 1, 'Reyes Pérez J.J.': 1, 'Juarez Onofre J.': 1}"
Sañudo Barajas J.A.,Culiacán,1,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"{'Castillo Sánchez A.': 1, 'Virgen Ortiz J.J.': 1, 'Osuna Castro J.A.': 1, 'Vélez de la Rocha R.': 1, 'Chaidez Quiroz C.': 1, 'Cárdenas Torres F.I.': 1, 'Terán Cabanillas E.': 1, 'Vergara Jiménez M.J.': 1, 'Rodríguez Alvarado R.': 1, 'Medina Romero M.': 1, 'Orozco Plascencia J.': 1, 'Hernández Chávez H.': 1, 'Vega Baez I.': 1, 'Angulo Escalante M.A.': 1, 'Soto Landeros F.': 1, 'Heredia . J.B.': 1}"
Alvarez Villagomez C.,Universidad Autónoma de Ciudad Juárez,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Perez Jiménez G.': 2, 'Martínez Porchas M.': 2, 'Garibay Valdez E.': 2, 'Sepúlveda Quiroz C.': 1, 'Mendez Marín O.': 1, 'Martínez García R.': 1, 'Jesús Contreras R.': 1, 'Álvarez González C.A.': 1, 'De la Rosa García S.': 2, 'Sepúlveda-Quiroz C.': 1, 'Tovar-Ramirez D.': 1, 'Jimenez Martínez L.': 1, 'Álvarez-González F.': 1}"
Bolaños Villar A.V.,Nutrición,3,5,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,"{'Saucedo Tamayo M.S.': 1, 'Mendivil Armenta M.': 1, 'Argüelles López A.': 1, 'Alemán Mateo H.': 1, 'Esparza Romero J.': 1, 'Calderón de la Barca Cota A.M.': 1, 'Ortega Vélez M.I.': 1, 'García Hernández J.': 1, 'López Álvarez E.E.': 1, 'Hernández González C.': 1, 'Baeza Jimenez R.': 1, 'Vásquez Lara F.': 1, 'Vázquez Medina J.A.': 1, 'Montalvo Corral M.': 1, 'Chávez Mendoza C.': 1, 'Robles Sardín A.E.': 1, 'Gallegos Aguilar A.C.': 1, 'Portillo Abril G.E.': 1, 'Ponce Martínez J.A.': 1}"
Díaz López K.,DC,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Quintana López V.': 1, 'Abril Valdez E.M.': 1, 'Mejía León M.': 1}"
Patra J.K.,* Pendiente,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Das G.': 2, 'Jimenez Ortega L.': 2, 'Gonçalves S.': 1, 'Heredia . J.B.': 2, 'Gomes Pereira M.': 1, 'Romano A.': 1, 'Shin H.': 1, 'George K.': 1, 'Mota Morales J.': 1}"
Leyva Morales J.,DC,3,5,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"{'Calderon Araya R.': 1, 'García Hernández J.': 2, 'Palma Rubilar P.': 1, 'Bastidas Bastidas P.J.': 2, 'Zambrano Soria M.': 1, 'Olmeda Rubio C.': 1, 'Romo Gomez C.': 1, 'Acevedo Sandoval O.': 2, 'Camacho López C.': 1, 'Valdez Torres J.B.': 1, 'Espinosa Reyes G.': 1, 'Bautista F.': 1}"
Diaz Lara A.,* Pendiente,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Miranda Campaña O.': 2, 'García Estrada R.S.': 1, 'Carrillo Fasio J.A.': 1, 'Tovar Pedraza J.M.': 2, 'Mora-Ugalde M.': 1, 'Ramírez Soto M.': 1, 'Cruz-Jaramillo J.': 1, 'Espinosa de los Reyes Bolaños I.': 1, 'Wintermantel W.': 1}"
Ruiz Luna A.,Mazatlán,1,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Berlanga Robles C.A.': 1, 'Fernández G.': 1, 'Cervantes Escobar A.': 2, 'Castellanos Tapia F.': 1, 'Hernández Guzmán R.': 1, 'Arvizu M.': 1, 'Alvarez Cerrillo L.': 1, 'Betancourt Lozano M.': 1, 'Araiza Gómez V.': 1}"
Yahia E.,Universidad Autónoma de Querétaro,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Ornelas Paz J.J.': 1, 'Victoria Campos C.': 1}"
Zazueta Morales J.J.,* Pendiente,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Castro Montoya  Y.': 1, 'Jacobo Valenzuela N.': 1, 'Delgado Nieblas C.I.': 1, 'Ruiz Armenta X.': 1, 'Heredia . J.B.': 1, 'Delgado Murillo S.': 1, 'Calderón Castro A.': 1}"
Rodríguez Ramírez R.,Instituto Tecnológico de Sonora (ITSON,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{}
Contreras Angulo L.A.,Culiacán,6,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,"{'Elizalde Romero C.': 1, 'Leyva López N.': 2, 'Cabanillas Ponce De Leon R.': 1, 'Rodriguez Anaya L.Z.': 1, 'León Félix J.': 1, 'Heredia . J.B.': 5, 'Beltrán Ontiveros S.A.': 1, 'Gutierrez Grijalva E.P.': 4, 'Manjarrez Quintero J.': 1, 'Valdez Baro O.': 1, 'García Estrada R.S.': 1, 'Bastidas Bastidas P.J.': 2, 'Cabanillas Bojórquez L.': 1, 'Avilés Gaxiola S.': 1, 'García Aguiar I.': 1, 'Germán Soto B.': 1, 'Garcia Carrasco M.': 2, 'Picos Corrales L.': 1, 'Angulo Escalante M.A.': 1, 'Licea Claverie A.': 1}"
de la Garza Hernandez A.,* Pendiente,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'González Noriega J.': 1, 'Valenzuela Melendres M.': 1, 'Hernández Mendoza A.': 1, 'Astiazarán García H.F.': 1, 'Islava Lagarda T.Y.': 1, 'Tortoledo Ortiz O.': 1, 'Huerta Ocampo J.A.': 1, 'Peña Ramos E.A.': 1}"
González Pérez C.,DC,1,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Aispuro Hernández E.': 1, 'Sánchez-Sánchez M.': 1, 'Rochín Wong C.S.': 1, 'Tánori Córdova J.': 1, 'Vargas Arispuro I.C.': 1, 'Ayala Zavala J.F.': 1, 'Hernández Mendoza A.': 1, 'Martínez Téllez M.A.': 1}"
Mora-Sánchez F.,Universidad de Sonora,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Gómez Alvarez A.': 1, 'Encinas Romero M.': 1, 'Valenzuela Garcia J.L.': 1, 'Jara Marini M.E.': 1, 'Encinas Soto K.K.': 1, 'Villalba Atondo A.I.': 1, 'dórame carreño g.': 1}"
Barats A.,* Pendiente,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Renac C.': 1, 'Garrido Hoyos S.': 1, 'González Pérez B.': 1, 'García Mendoza K.': 1, 'Esteller-Alberich M.': 1, 'Jara Marini M.E.': 1, 'Aguilar Chávez A.': 1}"
Lizárraga-Partida M.,Centro de Investigación Científica y de Educación Superior de Ensenada (CICESE,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Guerrero Ruiz C.A.': 1, 'Galindo Sánchez C.E.': 1, 'Martínez-Vázquez A.': 1}"
Estrada Alvarado M.,Instituto Tecnológico de Sonora (ITSON,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Robles Apodaca S.': 1, 'González Vega R.': 1, 'Ruiz Cruz S.': 1, 'Cira Chavez L.': 1, 'Márquez-Ríos E.': 1, 'Del Toro-Sánchez C.': 1, 'Ornelas Paz J.J.': 1, 'Suárez Jiménez G.M.': 1, 'Ocaño Higuera V.M.': 1}"
Ruiz Cisneros M.,Universidad Autónoma de Chihuahua,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Maya Meraz I.O.': 1, 'Díaz-Calzadillas M.': 1, 'Ornelas Paz J.J.': 1, 'Ríos Velasco C.': 2, 'Berlanga Reyes D.I.': 2, 'Pérez Corral D.': 1, 'Alonso Villegas R.': 1, 'González Vigil M.V.': 1}"
García Estrada R.S.,Culiacán,8,26,0,0,0,0,0,0,0,12,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,"{'Miranda Campaña O.': 1, 'Diaz Lara A.': 1, 'Carrillo Fasio J.A.': 5, 'Tovar Pedraza J.M.': 19, 'Salazar Mesta R.': 2, 'Retes Manjarrez J.E.': 1, 'León Félix J.': 7, 'Manjarrez Quintero J.': 3, 'Valdez Baro O.': 3, 'Contreras Angulo L.A.': 1, 'Bastidas Bastidas P.J.': 1, 'Heredia . J.B.': 4, 'Cabanillas Bojórquez L.': 1, 'Gutierrez Grijalva E.P.': 1, 'Lafrance R.': 1, 'Villicaña Torres M.C.': 1, 'Valdez Torres J.B.': 3, 'Báez Sañudo M.A.': 1, 'Esparza Araiza M.J.': 1, 'Cota Barreras C.': 2, 'Avalos Castro R.': 1, 'García León E.': 1, 'Ramírez Soto M.': 1, 'López Corrales R.': 3, 'Valenzuela Herrera V.': 1, 'Mora Romero G.': 3, 'Leyva Madrigal K.': 1, 'Valdez Morales M.': 2, 'Cámara Correia K.': 1, 'Cruz Lachica I.': 8, 'Marquez Zequera I.': 5, 'Nuñez Garcia P.': 4, 'Vieira W.': 3, 'Márquez Licona G.': 2, 'Rivera Salas M.': 3, 'San Martín Hernández C.': 2, 'Osuna García L.A.': 1, 'Michereff K.C.': 2, 'Correia K.C.': 3, 'Nieto López E.H.': 1, 'López López A.': 1, 'Allende Molar R.': 1, 'Lima N.B.': 1, 'Rebollar Alvíter A.': 1, 'Ramírez Gil J.': 1, 'Torres-López J.': 1, 'Sanchez Oronia L.': 1}"
Frías Moreno M.,Universidad Autónoma de Chihuahua,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Aguilar Delgado M.': 1, 'Parra Quezada R.Á.': 1, 'Olivas Orozco G.I.': 2, 'Jacobo Cuéllar J.L.': 1, 'Cruz Álvarez O.': 1, 'Ordoñez Beltrán V.': 1, 'Aguilar delgado M.': 1}"
Cabrera Sánchez C.,DC-EXT,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Montaño Moctezuma G.': 1, 'Coronado E.': 1, 'Delgado Ramírez C.': 1, 'Garza Lagler M.C.': 1}"
Méndez Romero J.,DC,1,8,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{'Santiago López L.': 2, 'García H.S.': 2, 'Beltrán Barrientos L.M.': 1, 'González Córdova A.F.': 5, 'Vallejo Galland B.': 4, 'Hernández Mendoza A.': 5, 'Castro López C.': 1, 'Pastor Palacios G.': 1, 'Reyes Díaz R.': 2, 'Rendón Rosales M.': 1, 'Mazorra Manzano M.A.': 1, 'García Galindo H.S.': 1, 'Beltrán Barrientos L.': 2, 'Estrada Montoya M.C.': 1, 'Heredia Castro P.': 1, 'Ayala Zavala J.': 1, 'Castillo-Romero T.': 1, 'Vargas Ortiz M.A.': 1}"
Acuña Kaldman C.,DDR,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{'Peña Ramos M.O.': 2}
